Username,Published At,Likes,Replies,Comment
@mimieno,24/04/2023 22:00,2,0,"This reminds me of South Africa's Blood and Water series, on Netflix."
@charliendjahera9812,24/04/2023 15:31,1,0,"This is heart breaking. The sad thing is, no arrest were made. Why did you not get the police involved?"
@nikkimarland87,23/04/2023 16:47,2,0,"I can't believe that evil Anita is just walking about stealing babies and selling them, God knows what happened to that poor baby probably never seen again"
@nicolarollinson4381,23/04/2023 08:01,2,0,Sick
@pamela-iw5qr,22/04/2023 09:32,1,0,"Why are you having babies and you’re homeless? Make it make sense. The filth is sickening. This must be the real slum. How did it get to this. Stop 🛑 having children,."
@pamela-iw5qr,22/04/2023 09:22,1,0,"It’s beyond filthy. Can the women do better? On all these videos , you see the babies. But never see no men!!!!"
@DonTgurdy1488,21/04/2023 02:33,2,0,"And get ready, because in 200 years from now these people are going to be the majority of the human population on the planet."
@mulungiwinniefred2854,19/04/2023 12:59,2,0,This is sad 😢 no mother should go through this. Why would the government not do something?
@Kymcook73,19/04/2023 11:54,3,0,Disgusting
@Kymcook73,19/04/2023 11:42,3,0,I cannot imagine their pain. I'd go nuts.
@hollyobaby6949,19/04/2023 08:54,1,0,Anita and Fred will be in a different level of hell than me. I can at least be happy about that. I'll just go in with the rest of the junkie sluts... where I admit I belong.
@DrBeeSpeaks,18/04/2023 05:19,1,0,"It seems to me that every case is unique and can be viewed differently because of that fact: #1 The women who are giving up their babies for money to barren mothers-can do what they want. If they had better resources maybe some of them would not use that as an option. Vetting the families these babies are going to is the key. #2 Its wrong to steal someones baby. #3 Do you do abandoned babies at the hospital a service by taking them to shelter compared to a caring family? Let's say if there was an adoption option at the hospital and people could be easily vetted? I'm asking because the baby was abandoned and if its been days and 'people don't come back for their children (because they can't afford them), is it really better to send the baby to a shelter? I've heard some horrific shelter stories (in general). #4 Where exactly are the babies going that are being sacrificed and where is the discussion on that? Because thats the true elephant in the room. 👑"
@milanoi6586,17/04/2023 09:09,1,0,WHAT IS THE WORK OF POLICEMEN IN KENYA????? YOU CAN TAKE OTHER BRIBES BUT NOT ANY THAT INVOLVES KIDS
@milanoi6586,17/04/2023 08:57,2,0,Why wasn't she arrested immediately?
@ruthyhumble7176,17/04/2023 07:18,2,0,So is fred still working in the hospital? Is he still walking free? Annita too? Kenya is hell
@chiquitachiquita7991,17/04/2023 05:02,2,0,"When Anita told the informant to wait till the nxt day to buy the baby ,I knew right then they wasn’t gonna see that baby again..smh it’s a special place in hell for all the baby stealers and buyers!!"
@hashermcbudz,17/04/2023 03:12,2,0,"This happens in the USA too nobody is safe from these monsters. 
Death penalty makes sense, strict enforcement too."
@WhiteHandler,17/04/2023 00:32,0,0,"I don’t think these reporters intended on actually busting any of the traffickers, because they failed it to potentially easy stings."
@iamalex664,16/04/2023 20:25,1,0,Even in those children homes children get sold 😢sad truth
@Anaana-jl5kg,12/04/2023 04:53,2,0,Wow and to think most of those children will be mistreated😫😡
@kenyaplugtv4546,10/04/2023 08:37,1,0,They should arrest those persons selling children in clinics and hospitals
@issafaulu6811,07/04/2023 01:05,2,0,we want if those responsible are behind bars?
@namprincewill7420,05/04/2023 20:01,1,0,My head hurts
@d.h.dd.h.d.5230,04/04/2023 13:34,1,0,African men have failed their continent.  The government has sold out the people of Africa so they can live well abroad.
@dimphomasopha5892,03/04/2023 11:07,2,0,Wait...so nobody got arrested??
@dimphomasopha5892,03/04/2023 10:36,2,0,Did Anita just say some kids are stolen to be sacrificed???!! People are evil!
@kimoneelliston3219,02/04/2023 04:54,2,0,This documentary is only for awareness bcuz such criminal acts have been done on camera n nobody got arrested....the entire nation is a joke
@zeinabumu.hamza.1233,28/03/2023 18:52,1,0,Sorry Mathers
@samueljackson6188,26/03/2023 17:42,1,0,"So what if a rich China man wants to buy a monkey as a pet.
No different than a chimp for a zoo."
@teresamitoro8899,24/03/2023 23:49,1,0,OMG...how a mother feel like when their children stolen....
@jeminakellman,23/03/2023 08:10,1,0,Why isnt Fred in jail???? This is ridiculous!
@lyndiss9861,20/03/2023 12:31,2,1,I cant believe that a woman who sells baby's for 45.000 lives in a house like that?? Makes no sense
@stephaniemaroveke5538,19/03/2023 21:00,0,0,Anita went with baby in your face and all u did was to try and make ur documentary so successful nonsense!!!! 😭
@Chemu2777,18/03/2023 11:34,1,0,It's how Njeri did not follow Anita to get the baby when she had the chance to get him.
@tonithomas5186,17/03/2023 21:48,1,0,"Lord send a man from heaven  every woman  deserve   I'm hungry    , there lots of women  all over the world  that deep want children  I ate got them        i need  on my i done self my daughter  turn 8 year I want children  before she  10 year      I can make my own   ,    Jehovah  please  send my own     fire protection   so there no sin   how much I want a if some give me there kid ofcourse  I'll jump  for joy hallelujah      I want 9 children   before  I die amen"
@tonithomas5186,17/03/2023 21:43,1,0,"God you gave to the poor you gave to women  with no leg lord come to the America  come to Canada  come to England   ,  na this break my heart if the kid was living in a home and was being watch by a adult     how she get stolen  I believe    was the family  sleeping  out side"
@tonithomas5186,17/03/2023 21:42,1,0,There parents  that get and dint take good care of them
@tonithomas5186,17/03/2023 21:41,1,0,"My grandmother was my mother  my blood mother has 5 children  and  gave all her children  away to her family  and the father     ,       I'll keep PG    my mother can hit the new , that my hated her black mix children   step in my shoes    , I only respect  mother and father  that love there children          on earth and in death"
@tonithomas5186,17/03/2023 21:38,1,0,2023 I'm hungry  for my own children
@tonithomas5186,17/03/2023 21:38,1,0,God you gave it to the poor wow lord come and bless all women
@tonithomas5186,17/03/2023 21:38,1,0,"Jesus  lord if the family  are on the street  sleep   once you close your eye the children  will sadly get  kid stolen       , when I was a kid  I was almost kidnapped  two time  I had to run for my life I car was try  to take my school  backpack  and my self into his     I ran and jump over the wall   ,  I'm a mother years went by so women  pray hard for more children            I have a beautiful   that not on the street  I see so may other in need  I want my own pluss  adopted         I always  a big family  I live in Canada         the island  people  get free dig on the road  when Canadian  women  and want the other day $900.00 and up for a god it's my daughter  birthday  we have a cat and I want a big dog      , in my grandparents  country  in st.vencent and the grenades     there no pet shelter s the dog live on the road  my grandmother  got a free dog what   while I got pay 100s of dollars     ,  poussin your some give your children  you live on the streets   so women  like I dony need to steal   give it kind  there on the street"
@lovemzah,17/03/2023 06:53,1,0,"Two years letter. I still feel obliged to pen my thoughts too.

I also feel more could have been done to save the little biy Anita had stolen. Perhaps had you bought the baby you cld have had a chance to documents his family reunion then it would have been an amazing turn of events leaving you much room to full-fill your objectives still.

Nevertheless, thank you for unmasking these devils."
@gospelhubdigital,16/03/2023 19:56,1,0,"Dirtiness there is from another leve, I am African living in Cameroon, though we are still together poor, but at least you can clean your streets, how come children living in those situations? oh God"
@gospelhubdigital,16/03/2023 19:56,1,0,"Dirtiness there is from another leve, I am African living in Cameroon, though we are still together poor, but at least you can clean your streets, how come children living in those situations? oh God"
@kewsiyehboah9514,16/03/2023 12:01,2,0,Kutisha..
@cosmasmundiya8102,12/03/2023 09:15,1,0,How the fuck do you not make arrests when you do have solid evidence you assholes!
@whiterose9299,09/03/2023 20:16,2,0,"As a mother, my heart beats for you 😢"
@missngai6135,09/03/2023 19:45,1,0,I hope all these people have been arrested☹😣
@amanda51600,09/03/2023 15:08,1,0,"As an African I am deeply ashamed that this is still happening in  this year and time , how is this different from the slave trade we are accusing the whites folks of having initiated?.Shame on you black folks. You are really the children of your fore parents."
@allenchilekw5698,09/03/2023 10:08,1,0,Kenya is something else
@pristcharles6985,08/03/2023 10:01,1,0,You guys had all the evidence to pin and you still let her leave just like that .... worst operation ever 😡😡
@akathebeast6133,06/03/2023 08:05,1,0,She's not so good at undercover that's why she fail...
@OshamTv001,06/03/2023 06:36,0,0,If no one was  arrested during your investigation then why were doing it..you pay for a kid when you can clearly arrest the culprit.
